GeneName,SARS-CoV-1_L2FC,IAV_L2FC,MERS-CoV_L2FC,HPIV3_L2FC,RSV_L2FC,SARS-CoV-2(Calu-3)_L2FC,SARS-CoV-2(A549)_L2FC,SARS-CoV-2(A549-ACE2)LowMOI_L2FC,SARS-CoV-2(A549-ACE2)HiMOI_L2FC,SARS-CoV-2(A549-ACE2)-Ruxolitinib_L2FC,padj_SARS-CoV-1,padj_IAV,padj_MERS-CoV,padj_HPIV3,padj_RSV,padj_SARS-CoV-2(Calu-3),padj_SARS-CoV-2(A549),padj_SARS-CoV-2(A549-ACE2)LowMOI,padj_SARS-CoV-2(A549-ACE2)HiMOI,padj_SARS-CoV-2(A549-ACE2)-Ruxolitinib
CUL4B,0.46069,0.56421,-0.33107,1.19543165,1.17753613,0.58756,0.48164,0.06947,0.3413501,-0.0783591,0.00230621,0.2177389,0.08753623,0.01748286,0.00746422,0.00648207,4.25E-07,0.7565734,1.05E-05,0.45797599
CUL5,0.63885,0.45651,-0.10527,0.62821706,0.47789403,0.26966,0.37534,0.6611,0.7533679,0.7886934,0.00689696,0.2949668,1,0.34475998,0.48892798,0.23466054,0.00153636,0.01434517,9.29E-08,2.84E-12
CUL7,-0.15687,-0.56132,-0.15814,-0.7720537,-0.6093917,-0.17356,0.11392,0.02885,0.16748836,0.26124732,0.21858655,0.23710168,0.16682413,0.00605292,0.02385824,0.2312614,0.09808714,0.9094575,0.3038221,0.2143676
CUL9,0.0201,-0.53622,0.32015,-0.6008855,-0.9481029,0.34387,-0.01526,0.16964,-0.0113293,0.09378435,0.9209094,0.27976934,0.0056845,0.02338208,0.00022039,0.00620154,0.88692298,0.53235434,0.95930748,0.68882378
CUTA,-0.32315,0.15737,-0.43877,-1.2478002,-1.2593768,-0.88037,-0.29974,-0.02352,0.84398187,0.68623273,0.01487706,0.80848307,7.34E-11,1,1,1.65E-11,0.00364833,0.9177723,1.97E-06,4.35E-05
CUTC,-0.09123,0.03285,0.12597,-0.2040085,-0.6582698,-0.48378,-0.10643,-0.21913,-0.1749281,0.0546207,0.52834232,0.96400411,0.30547731,0.36069729,0.0026293,0.04283242,0.38166698,0.61807365,0.45912879,0.76321791
CUX1,-0.08856,0.094,-0.14964,-0.027723,-0.2367331,-0.00834,0.32189,0.03791,0.21398125,0.15888174,0.17352255,0.84891322,0.07146824,0.89791662,0.10276224,0.96209703,0.00026373,0.82370978,0.01372682,0.05867723
CUX2,0.11082,0,-0.0429,0.45872241,-0.239784,0,1.63117,0.40664,-0.036499,-0.3643069,1,1,1,1,1,0,4.41E-06,0,1,1
CUZD1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CWC15,-0.05834,0.20982,-0.01082,-0.1262438,-0.1848768,-0.29791,0.04364,0.07881,0.78076853,0.74785255,0.66992348,0.75179124,0.93429898,0.83741797,0.77640989,0.08051912,0.68208598,0.81110089,7.77E-13,1.23E-11
CWC22,0.52126,0.57535,0.06914,1.03587977,0.8323831,0.81923,0.10754,0.46538,1.55905573,1.79327394,1,0.36392009,1,0.08559561,0.14745027,9.07E-05,0.34391394,0.0953166,1.38E-29,3.13E-32
CWC25,-0.01807,0.05055,0.67811,0.01944319,0.15000709,0.60078,-0.19684,0.86778,1.74038658,1.8714626,0.91936755,0.92785544,2.36E-13,0.95109446,0.64574784,2.17E-11,0.06826182,9.38E-06,4.11E-49,3.25E-74
CWC27,0.33275,0.07924,-0.19547,0.25600321,0.18605602,-0.07924,-0.16475,0.06752,0.0241549,0.19318914,0.07327012,0.92985053,0.39931929,0.26671309,0.36820144,0.64041127,0.31913,0.85403127,0.87925452,0.16276053
CWF19L1,0.19317,0.31567,-0.07762,-0.4794716,-0.7606274,-0.05749,-0.29831,0.63355,0.88349826,0.50239863,0.07147917,0.52677632,0.57764911,0.45935649,0.25005644,0.7479732,0.00037786,0.00278091,5.40E-18,7.89E-06
CWF19L2,0.63267,0.05242,-0.19612,0.19231479,0.22381983,0.50194,-0.18288,0.59453,0.29019516,-0.0043586,0.00405623,0.95522367,1,0.68882492,0.63656343,0.02715082,0.25868738,0.19474079,0.2137506,0.9862361
CWH43,0,0,0,0,0,0,0,0,0.36188165,0,1,1,1,1,1,0,1,0,1,1
CX3CR1,0,0.29734,0.39516,-0.3929593,-0.5436791,0,0.0166,0.88563,-0.0127581,-0.1668357,1,1,1,1,1,0,1,0,1,1
CXADR,0.27506,0.10929,-0.03588,0.04795015,0.84434426,0.34297,0.73141,0.2627,0.00805628,-0.1187194,0.47654638,0.88112267,0.94004807,0.90001737,0.00215069,0,4.79E-06,0.23148479,0.95656526,0.34073883
CXADRP2,0.05726,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXADRP3,0.02051,0,0.03945,0,0.14959346,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXCL12,0.09744,0,-0.12361,0.10026391,0.44431404,0.17356,-0.5344,-0.4708,-0.1624681,0.12177246,1,1,1,1,1,0,1,0,1,1
CXCL13,0,0,0,-0.1304174,-0.2929979,0.05587,0,0,1.13875243,1.44292176,1,1,1,1,1,0,1,0,1,1
CXCL14,-0.15949,0,0.07462,0,0.14137161,-0.57542,-0.13135,0,0,0,1,1,1,1,1,0,1,0,1,1
CXCL16,-0.43509,-0.32417,-0.80362,-0.03913,-0.515388,0.56204,-0.12391,0.11427,0.79150438,0.45767341,0.11424665,0.52631077,0.00284175,0.9151558,0.12003635,3.66E-08,0.19102691,0.65259818,7.46E-07,0.00419224
CXCL17,0,0,0,0.27931227,-0.2929979,0.77131,-0.3534,0.17119,0,0.82406775,1,1,1,1,1,0.07568229,1,0,1,1
CXCL5,-0.78353,1.00884,-0.80994,1.32675827,1.56179812,1.02462,1.0616,1.51546,0.12819867,-0.2977019,1,0.002287,1,0.07637535,0.02389599,4.30E-15,6.75E-28,2.32E-35,0.15352399,0.00795838
CXCL6,-0.68542,0,0.86586,-0.3742902,0.2600415,0.70489,0.47179,0,-1.4378909,-0.9705548,1,1,1,1,1,3.59E-09,0.28741681,0,1,1
CXCR1,0.05884,0,0,0.09325865,0,0.18715,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXCR2,0.03338,0,-0.134,0.28400355,1.19674063,0.58778,0.40046,0.21462,-0.5520057,-0.6690006,1,1,1,1,1,0,1,0,1,1
CXCR2P1,0.05656,0,0,0.74796599,0.22227207,0,0.17924,-0.02925,1.43817259,0.25890683,1,1,1,1,1,0,1,0,1,1
CXCR3,-0.0365,0,-0.08284,0,0,0,0,0,0.36188165,0.29746973,1,1,1,1,1,0,1,0,1,1
CXCR4,-0.14865,0.05687,0.38075,1.4384999,1.41331808,0.27919,0.57255,0.61081,3.37493296,3.74039752,1,1,1,0.01216537,0.01348312,0.033178,1,0.21470776,1,1
CXCR5,-0.04251,0,0.81696,0,0.14137161,0,0.08226,0,0.56585444,0.25890683,1,1,1,1,1,0,1,0,1,1
CXCR6,0.15639,0,0.2016,0,0,0,0,0,0.20284188,-0.144094,1,1,1,1,1,0,1,0,1,1
CXCR7,-0.48347,0.02009,-0.59835,-0.3566099,-0.8628898,0.5998,-0.70806,-0.47974,0.21841881,0.0514475,1,1,1,0.61253304,0.24113783,8.78E-05,2.11E-09,0,0.50279718,0.87707107
CXorf21,0,0,0,0,0,0.21799,0,0,-0.1438204,-0.144094,1,1,1,1,1,0,1,0,1,1
CXorf22,0,0.08034,0.19832,0.28400355,0.26283914,-0.10654,0.09008,-0.06599,-0.3622475,-0.0883053,1,1,1,1,1,0,1,0,1,1
CXorf23,0.32728,0.60266,-0.17358,0.84676424,0.40829331,0.64025,0.92779,0.29836,0.3088993,0.4793173,0.16008338,0.27048866,0.42991289,0.14754303,0.46756324,0.00375617,2.25E-08,0.28365795,0.04918777,0.00222435
CXorf27,0,0,0,0,0,0.1079,0,0,-0.1624681,-0.1637694,1,1,1,1,1,0,1,0,1,1
CXorf28,0.11079,0,0.0047,0,0,0.10599,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf30,0,0,0,0.14704046,0,-0.39671,0.12884,-0.05306,-0.2298476,-0.2332527,1,1,1,1,1,0,1,0,1,1
CXorf31,0.08792,-0.03441,0.03932,0.3236184,-0.3580956,0.06081,0.02865,0.16819,-0.0923763,-0.1786682,1,1,1,1,1,0,1,0,1,1
CXorf36,0,0,0.58834,0,0,-0.1207,0,0,1.29120466,2.15570816,1,1,1,1,1,0,1,0,1,1
CXorf38,0.14376,0.29543,0.10866,0.37098768,0.35150795,1.19289,0.84326,-0.09371,1.15632664,0.715731,0.172257,0.57254608,0.38813247,0.19108934,0.14888602,8.19E-22,4.05E-17,0.81040132,4.61E-18,1.15E-07
CXorf40A,-0.22285,-0.32923,0.00165,-0.1810283,0.27362324,0.23461,-0.02818,-0.12425,0.01794807,0.1421591,0.10372734,0.64868915,0.99262078,0.56142989,0.42278897,0.30894766,0.83608256,0.76080653,0.94655458,0.47709346
CXorf40B,-0.11896,-0.35379,0.11491,-0.3431646,-0.2296385,0.07254,-0.20007,0.00848,0.96746632,0.80985645,0.2540221,0.4887753,0.21951414,0.43979622,0.62642675,0.70570208,0.06360967,0.97598705,1,1.40E-09
CXorf48,0.02009,0,-0.076,0.16667331,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf49,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf49B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf51A,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf51B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf56,-0.10034,-0.01448,-0.23148,0.085712,0.0911921,-0.55932,-0.01363,0.0086,0.39741047,0.43299988,0.40500046,0.98419765,0.02719699,0.72735083,0.72665272,0.00017621,0.88441267,0.98060595,0.00273927,0.00082405
CXorf57,0.71201,0,0.48946,0.33522754,0.51065789,-0.6325,-0.61099,-0.29551,-0.1807243,-0.198484,0.01380774,1,0.13196928,1,1,0.01819176,0.10986367,0,1,1
CXorf58,-0.11859,-0.03441,-0.11732,0.02418986,0.65711532,0.45345,0.22356,0.60778,-0.2950358,-0.1444442,1,1,1,1,1,0,1,0,1,1
CXorf61,0,0,0,0,1.62895683,0.27142,0,0,0,0,1,1,1,1,1,0.18020168,1,0,1,1
CXorf64,0,0,0.12531,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXorf65,0,0,0,0,0,0,0,-0.13368,0,0,1,1,1,1,1,0,1,0,1,1
CXorf66,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXXC1,-0.03813,0.01452,0.06147,-0.7773792,-0.6152204,-0.75904,-1.17107,-0.10823,-0.2748292,-0.4586834,0.79102635,0.98472061,0.59077803,0.19338868,0.2971996,5.19E-06,4.57E-24,0.66570242,0.15840616,0.01187866
CXXC11,0,0,0.12516,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXXC1P1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CXXC4,-0.14865,0.01468,-0.00131,-0.3225702,-1.9973124,1.75272,-0.27073,1.0513,0.5594922,0.7489913,1,1,1,0.64537905,1,2.27E-08,0.31402305,0.01197731,1,1
CXXC5,-0.06623,-0.07339,0.03353,-1.3965098,-1.7546022,-0.90387,-1.76647,-0.90089,-1.2408646,-0.7464808,0.55101848,0.93000152,0.77378852,0.01751591,0.00162654,1.02E-08,1.73E-49,0.00010486,0.00021737,0.03230623
CYB561,-0.23437,-0.63388,-0.1338,-0.1072877,-0.4447837,-1.08512,-0.39613,0.18706,-0.2608484,0.05481528,0.23971092,0.26218785,0.35091784,0.69117069,0.00146396,6.15E-23,4.43E-07,0.54946306,0.03870986,0.67259307
CYB561D1,-0.07268,-0.48054,-0.01336,-0.1509341,0.16083972,0.00975,-0.06745,-0.24025,-0.3992019,0.07699208,0.63224422,0.43017505,0.92521457,0.66243394,0.57724599,0.96828971,0.56809865,0.44983694,0.03130297,0.70388135
CYB561D2,-0.24511,-0.86733,-0.08211,-1.2304941,-0.1660008,-0.85716,-1.02203,-0.7931,-1.2580771,-1.4298538,0.09058207,1,0.61232785,0.07080814,0.81811226,0.0002616,1.03E-09,0.00869546,8.09E-09,3.56E-11
CYB5A,-0.35437,-0.15226,-0.54531,-0.4448463,-0.3304338,-0.52166,-0.62381,0.51897,-1.1559383,-1.3318323,0.02641475,0.76509345,0.0001607,0.06917703,0.13825348,1.40E-06,9.64E-11,6.20E-05,2.41E-21,3.07E-32
CYB5B,0.00528,0.7663,0.02685,0.08717334,-0.1722247,-0.79339,-1.07608,-0.55708,-1.6819537,-1.7025053,0.97563481,0.02425898,0.85107412,0.80843981,0.57783654,1.37E-18,1.41E-69,2.90E-08,3.40E-62,5.64E-197
CYB5D1,-0.01219,-0.10908,0.082,0.18396621,-0.419181,-0.48714,-0.30298,0.44324,0.09846161,0.23477225,0.93315976,0.84891322,0.48394617,0.33528226,0.00466028,0.04997286,6.82E-06,0.0022443,0.5717422,0.10640873
CYB5D2,-0.38943,-0.59686,-0.33468,-1.1917374,-1.555464,-0.61489,0.19266,-0.72798,-1.188472,-0.9735751,0.00452919,0.31450846,0.00189036,0.05347425,0.00481364,0.06634824,0.10548069,0.00534637,2.34E-08,2.26E-06
CYB5R1,-0.2291,0.00385,-0.09731,-0.368461,0.39912392,-0.5059,0.27925,-0.41931,-1.0581486,-0.8275907,0.07224251,1,0.46585634,0.17162091,0.10097011,1.08E-06,0.00197947,0.09610569,2.36E-09,1.89E-08
CYB5R2,-0.12618,0.19583,-0.42926,-0.5939388,-0.2615602,-0.25156,0.48591,-0.47592,0.08899206,-0.041539,0.52964391,1,0.01023619,0.36060098,0.70607051,0.11589782,0.0109536,0,0.84789521,0.92785852
CYB5R3,-0.33022,-0.39944,-0.35692,-0.6140356,-0.1680186,-0.43219,-0.71596,-0.50654,-0.8208561,-0.9047546,5.54E-05,0.39764784,4.77E-09,0.09131958,0.66248413,0.00115625,2.95E-09,0.00641309,6.08E-20,4.36E-26
CYB5R4,0.30172,0.2286,0.02899,0.5979592,1.00707553,0.01969,0.30605,0.21992,0.83588588,0.75995981,0.1277005,0.75234777,0.90191227,0.39993106,0.15087491,0.93289924,0.00117191,0.34045663,6.84E-06,2.01E-09
CYB5RL,-0.05822,0.00394,0.16489,-0.3895098,-0.685123,-0.56097,-0.96648,0.28547,-0.5792169,-0.5135471,0.80927732,0.99632432,0.43083369,0.38307134,0.07689984,0.06625031,4.95E-11,0.62499133,0.1720965,0.22149239
CYBA,-0.58462,-0.59449,-0.99285,-1.7179965,-1.2284034,-0.95622,-0.79792,-0.98843,-2.3458874,-2.4895888,0.00095305,1,4.24E-29,1,1,0,2.02E-24,2.93E-15,4.24E-80,6.27E-91
CYBASC3,-0.22192,-0.54828,-0.57543,-1.154388,-1.2401877,-1.19718,-1.1437,-0.66964,-1.6905629,-1.5058437,0.1475763,0.40969789,2.30E-09,0.0658191,0.01466263,5.12E-21,8.08E-21,0.00040895,2.36E-35,1.96E-35
CYBB,0.08718,-0.08278,-0.08284,-0.2951087,-0.9128975,-1.07769,-0.03906,0.00406,0.21633423,-0.7703431,1,1,1,1,1,0.00515647,1,0,1,1
CYBRD1,-0.02148,0.02356,-0.6076,0.6422061,0.3584954,-0.51593,0.60019,0.06187,-1.1011812,-1.0402158,0.9155432,0.9748637,6.61E-08,0.32401426,0.60263271,0.02757278,9.11E-13,0.73181212,2.88E-25,5.68E-22
CYC1,-0.2683,-0.27669,-0.34735,-1.30416,-1.415259,-0.88709,-0.85026,-0.37941,-1.5898431,-1.3791467,0.03885242,1,0.00052538,1,1,3.86E-08,4.28E-14,0.01467503,1.13E-29,2.18E-53
CYCS,0.20185,0.11594,0.08717,0.325122,0.35122424,-0.46116,0.05917,0.23885,0.62894596,0.58190447,0.38531075,0.80955671,0.67583906,0.07496436,0.01283384,0.00829535,0.44600434,0.07042834,1,1
CYCSP52,0.2152,0.05121,0.1626,0,0,0,0,0,1.63830664,0.50427273,1,1,1,1,1,0,1,0,1,1
CYFIP1,-0.00524,0.2366,-0.24244,0.2554116,0.52419128,-0.24662,0.01465,-0.53256,-0.1755161,-0.1284741,0.9474046,0.47465284,0.00279004,0.57384356,0.23046647,0.00743406,0.85762464,0.00290915,0.02114943,0.09092284
CYFIP2,-0.08008,-0.05997,-0.28794,-0.7070172,-1.4720867,-0.6697,0.0092,-0.44491,-0.5680984,-0.2601431,0.64669972,0.90630699,0.04231674,6.81E-06,3.75E-30,9.50E-09,0.91432904,0.00014064,7.79E-11,0.00058338
CYGB,-0.40412,0.13456,-0.77342,-1.1092738,-1.6077818,1.17566,-0.11672,-0.48441,-1.1009433,-1.284734,0.00759832,1,2.02E-09,1,1,0,0.74818277,0.08000031,0.01956634,0.00409708
CYHR1,-0.18556,-0.4664,-0.21125,-1.4545681,-1.6509794,-0.70384,-0.42963,-0.21373,-0.1118905,-0.1717462,0.060504,0.26548595,0.01110604,1,1,2.43E-05,6.33E-06,0.49854228,0.39682253,0.23729323
CYLC1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYLC2,-0.03392,0,0.1833,0,0,-0.16596,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYLD,0.25834,0.16631,0.58102,1.08796175,1.27701365,1.88798,0.73446,1.99543,2.8723175,2.87441328,0.05677214,0.79994777,2.44E-09,0.09238166,0.03084586,7.95E-74,3.12E-20,2.22E-46,4.33E-161,0
CYMP,-0.08768,0,-0.19143,0.09325865,0.29137786,0.19005,0,0.01975,0,0.82701059,1,1,1,1,1,0,1,0,1,1
CYP11A1,0.22466,0,-0.04145,0,0.14959346,1.30534,0,-0.02925,0.822093,1.60835684,0.57564434,1,0.93849727,1,1,0,1,0,1,1
CYP11B1,-0.0348,0.05121,-0.07817,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP11B2,-0.0348,0,0.03932,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP17A1,-0.02093,0,0.96556,0,0,0,-0.01057,-0.02925,0.17758306,0.12177246,1,1,1,1,1,0,1,0,1,1
CYP19A1,-0.08414,0,0.1523,-0.2070152,0.23815991,0.03356,-0.17808,-0.47057,-0.2541171,0.21437847,1,1,1,1,1,0,1,0,1,1
CYP1A2,0.05726,0,0,0,0,1.08591,0,0,0.17307684,0.86865725,1,1,1,1,1,0,1,0,1,1
CYP1B1-AS1,-0.09952,0.08034,0.00691,-0.2869279,-0.3632563,0.67096,-0.24705,-0.21791,0.64567801,1.53704658,1,1,1,1,1,0,1,0,1,1
CYP20A1,0.11169,-0.51847,0.04158,0.09835278,0.12399765,0.16024,0.76697,0.08667,-0.5907447,-0.3581726,0.42311641,0.28321195,0.76292466,0.73311552,0.72707121,0.30346007,3.03E-15,0.78335759,0.00145565,0.03102195
CYP21A1P,-0.02439,0,0.09086,0,0.2121192,0.19226,0.07802,0.17119,0,0,1,1,1,1,1,0,1,0,1,1
CYP21A2,-0.013,0.19027,1.05883,0.89500161,1.74628355,1.15532,-0.01642,0,-0.390949,-0.3995581,1,1,1,1,1,0,1,0,1,1
CYP24A1,-0.03392,-0.1866,0.12832,0.26372432,-0.5297651,0.33997,0.69296,0.06909,-1.0845083,-1.2831565,1,0.63633817,1,0.73601694,0.5318632,0.00137641,3.14E-23,0.33277084,1.26E-37,7.17E-45
CYP26A1,-0.05718,0.41213,1.3586,-0.4996746,-1.1814636,-0.6846,-0.82824,-0.28849,1.17937102,0.01707766,1,1,1,1,1,0.15644184,0.00785937,0,1,1
CYP26C1,0.12823,0.19151,0.02964,-0.1466434,-0.2929979,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP27A1,-0.43993,0.08034,-0.2425,-0.1892976,-0.1475454,-0.13181,-0.38991,1.54964,2.6324188,2.76429895,0.00167549,1,0.06434333,1,1,0.50936344,1,0,3.90E-10,6.42E-12
CYP27B1,0.01528,0.44029,0.6645,-0.1593566,-0.0361984,-0.01108,-0.26596,0.56195,0.07067248,0.29439256,0.97602197,0.59307498,0.06713022,0.74152172,0.95258399,0.98122575,0.30098995,0.22071206,0.87500816,0.41685759
CYP27C1,-0.00972,0.07394,0.91444,-0.0427916,0.5418149,0.08341,0.25744,0.20211,1.33265928,1.4107886,1,0.93639977,1,0.9408989,0.20413326,0,0.24615098,0,1,0.00075438
CYP2A13,0,0,0,0,0,-0.23409,0.23686,0,0.35997826,0,1,1,1,1,1,0,1,0,1,1
CYP2A6,0.04707,-0.06913,0.07583,0,0,0.16229,0.11217,0,2.13422711,2.6193314,1,1,1,1,1,0,1,0,1,1
CYP2A7,-0.04165,0,0.31543,0,0,0,0,-0.02925,0.36509643,0.15718761,1,1,1,1,1,0,1,0,1,1
CYP2B6,0.14066,0,0.29784,-0.4978637,-0.4751063,1.39929,-0.20269,0.84734,1.38626818,1.49998449,1,1,1,1,1,3.13E-09,1,0,1,1
CYP2B7P1,0.06039,0.12943,-0.11543,0,0.14137161,0.96476,-0.78264,1.1074,0.71181924,1.02607183,1,1,1,1,1,0,1,0,1,1
CYP2C18,-0.0365,-0.06101,1.08661,0.04134014,0.41199958,-0.37224,-0.77775,-0.16324,0.84285776,0.87201162,1,1,1,1,1,0.03061845,1,0,1,1
CYP2C19,-0.0365,0.00902,-0.08284,0.14704046,0.5313063,-0.17466,-0.21442,-0.43975,-0.7460784,-0.1424278,1,1,1,1,1,0,1,0,1,1
CYP2C8,0.07105,0.09219,1.04995,0,0.14137161,-0.58553,-0.33741,0.21128,-0.6497245,-0.0514268,1,1,1,1,1,0,1,0,1,1
CYP2C9,0,0.35514,0,0.23753911,-0.8685491,-0.84907,-0.41571,1.05412,0.81813992,0.37915377,1,1,1,1,1,0,1,0,1,1
CYP2D6,0.47368,0.1334,0.35564,-1.3307888,-0.9049101,-0.65771,-0.38927,-0.67263,-0.0273496,0.66711754,1,1,1,1,1,0.16359341,0.29534689,0,1,1
CYP2D7P1,0.29464,-0.3309,-0.50973,-0.7588865,-0.6434043,-1.30155,-0.65651,0.35988,0.5090749,0.25755077,0.44095153,1,1,1,1,0.00457041,0.08486918,0,1,1
CYP2E1,-0.03002,0.14796,0.80676,-0.0920703,0.0497469,0.64092,0.52925,0.61907,2.20433624,1.78558001,0.94074064,1,0.00045566,1,1,0.0945405,1,0,1,1
CYP2F1,-0.0348,-0.07472,-0.07817,0,0,-0.26691,0,0,-0.1109433,0.24984301,1,1,1,1,1,0,1,0,1,1
CYP2G1P,0.02919,0,-0.24317,0,0.41274992,0,0.23686,0.29465,1.96736454,2.46645059,1,1,1,1,1,0,1,0,1,1
CYP2J2,-0.04067,-0.15793,0.2754,3.21185547,2.34036838,1.09394,-0.02575,-0.1535,2.13274622,-0.3132929,1,1,1,1,1,9.73E-19,1,0,1,1
CYP2R1,0.12074,0.59983,0.02214,-0.0095215,-0.3724577,0.23103,0.67876,0.09934,0.76232428,0.89423392,0.64668224,0.30100294,0.93000855,0.98584369,0.45517357,0.36469632,2.30E-07,0.80857542,0.01204023,0.00066801
CYP2S1,-0.18867,0.0314,0.1189,-0.7843964,-1.1088802,0.02173,-0.49451,-0.65705,-0.588152,0.01194181,0.38862105,0.96756104,0.5789679,0.13482536,0.02110417,0.95117654,1.55E-05,0.00110572,3.97E-05,0.9385002
CYP2U1,0.0439,-0.31172,-0.30199,-0.2599849,-1.2088748,-0.89286,-0.1866,-0.50856,-1.7061352,-1.3249049,0.75700095,0.69312709,0.0177507,0.58258608,0.01234185,0.0003213,0.21709489,0,1,1
CYP2W1,-0.03781,-0.48843,0.33449,-0.469846,-0.3959491,-0.28898,-0.62209,0.26382,-0.5120504,0.42051638,1,1,1,1,1,0,1,0,1,1
CYP39A1,-0.31117,-0.06709,0.28214,0.6922639,1.53147985,-0.64534,0.93435,-0.14486,-0.5438192,-0.2482974,1,1,0.52194736,1,1,0.05915194,1,0,1,1
CYP3A4,0.09073,0,0.28715,0.10026391,0,0.24369,0.29606,-0.04114,0.65184324,0.58801453,1,1,1,1,1,0,1,0,1,1
CYP3A43,0,0,0.19832,0,0,0,-0.62209,0,-0.043924,-0.8943638,1,1,1,1,1,0,1,0,1,1
CYP3A5,-0.09019,0.55917,-0.37256,-0.6829584,0.14156832,1.40027,0.37224,-0.58046,1.11836979,1.57625841,0.8419386,0.41333109,0.47786634,0.20029455,0.74696547,9.04E-19,0.01382516,0.04116331,8.85E-08,5.01E-16
CYP3A7,0,0,0,0,0.14137161,0.63775,-0.01642,-0.07346,0,0.26804011,1,1,1,1,1,0,1,0,1,1
CYP3A7-CYP3AP1,0,0,0,0,0,0,0,0,0,0.26804011,1,1,1,1,1,0,1,0,1,1
CYP46A1,-0.03584,0.12943,0.65181,-0.5176666,-0.7539558,0.18715,0.00176,0.1766,-0.6568462,-0.0127082,1,1,0.13019533,1,1,0,1,0,1,1
CYP4A11,-0.0365,0,0.11896,0,0,-0.1207,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4A22,0.02152,0.00902,-0.076,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4B1,0,0.05121,0.19832,-0.2070152,0.0031317,0.62858,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4F11,-0.0348,-0.58042,0.12578,-0.5690161,-0.1737319,0.15253,-0.61202,-0.56477,-1.9745263,-2.0361315,1,0.19747193,1,0.00401954,0.38282215,0.69454727,3.11E-05,4.67E-05,1.43E-42,6.85E-61
CYP4F2,-0.03392,-0.08733,-0.076,-0.1561064,0.41771803,-0.4689,-0.65521,-0.86299,-0.7402813,-1.1671646,1,1,1,1,1,0,1,0,1,1
CYP4F22,0,0.33698,0.12531,-0.4204418,-0.5329584,0,0.56435,-0.02925,0.02057148,-0.0131158,1,1,1,1,1,0,1,0,1,1
CYP4F24P,0,0.12364,0.29759,-0.2675597,-0.2929979,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4F3,0.05654,-0.47314,-0.08284,-0.8576783,-1.0225768,-1.07725,-0.94398,-0.26927,-1.7397182,-0.9810592,1,0.31359268,1,0.1794572,0.08806578,1.57E-05,9.41E-14,0.22042228,5.31E-14,1.93E-07
CYP4F30P,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4F35P,0.05884,-0.07787,0.39528,-0.302033,-0.2891276,0.25538,0.43054,-0.14341,0.24133604,0.24351385,1,1,1,0.69608365,0.74093635,0,0.12672544,0.72096305,0.47814534,0.4872172
CYP4F8,-0.0348,0,0.03897,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4V2,0.16124,-0.15374,-0.06112,0.69083197,0.19096183,-0.47774,1.41029,-0.35624,-0.6536383,-0.6576909,0.50900913,0.85623428,0.77388551,0.0138574,0.55107384,0.00382462,2.86E-27,0.31700325,0.01156389,0.01522226
CYP4X1,-0.03392,0.05121,-0.076,0.09325865,0.14959346,-0.06278,0.37687,0,-0.1438204,-0.144094,1,1,1,1,1,0,1,0,1,1
CYP4Z1,0,-0.06913,0.12531,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP4Z2P,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
CYP51A1,-0.08609,0.7359,-0.25874,0.56056632,0.70431016,-1.05301,-0.30972,-0.83607,-0.8996433,-0.6327904,0.56561351,0.07045915,0.02978871,0.00596398,8.15E-09,4.81E-16,0.00207222,6.31E-12,2.21E-11,8.22E-06
CYP7A1,-0.0348,0,0.12578,0,0,0,0.11831,0.32896,0.822093,0.29746973,1,1,1,1,1,0,1,0,1,1
